Abalone_2,Cleaner fish_2,Giant kelp_2,Herbivorous fishes_2,Large invertebrate-eating fishes_2,Limpets_2,Omnivorous invertebrates_2,Planktivorous fishes_2,Predatory invertebrates_2,Small invertebrate-eating fishes_2,Small piscivorous fishes_2,Snails_2,Understory kelp_2,Urchins_2,Abalone_3,Cleaner fish_3,Giant kelp_3,Herbivorous fishes_3,Large invertebrate-eating fishes_3,Limpets_3,Omnivorous invertebrates_3,Planktivorous fishes_3,Predatory invertebrates_3,Small invertebrate-eating fishes_3,Small piscivorous fishes_3,Snails_3,Understory kelp_3,Urchins_3,Abalone_7,Cleaner fish_7,Giant kelp_7,Herbivorous fishes_7,Large invertebrate-eating fishes_7,Limpets_7,Omnivorous invertebrates_7,Planktivorous fishes_7,Predatory invertebrates_7,Small invertebrate-eating fishes_7,Small piscivorous fishes_7,Snails_7,Understory kelp_7,Urchins_7,Abalone_1,Cleaner fish_1,Giant kelp_1,Herbivorous fishes_1,Large invertebrate-eating fishes_1,Limpets_1,Omnivorous invertebrates_1,Planktivorous fishes_1,Predatory invertebrates_1,Small invertebrate-eating fishes_1,Small piscivorous fishes_1,Snails_1,Understory kelp_1,Urchins_1,Abalone_4,Cleaner fish_4,Giant kelp_4,Herbivorous fishes_4,Large invertebrate-eating fishes_4,Limpets_4,Omnivorous invertebrates_4,Planktivorous fishes_4,Predatory invertebrates_4,Small invertebrate-eating fishes_4,Small piscivorous fishes_4,Snails_4,Understory kelp_4,Urchins_4,Abalone_5,Cleaner fish_5,Giant kelp_5,Herbivorous fishes_5,Large invertebrate-eating fishes_5,Limpets_5,Omnivorous invertebrates_5,Planktivorous fishes_5,Predatory invertebrates_5,Small invertebrate-eating fishes_5,Small piscivorous fishes_5,Snails_5,Understory kelp_5,Urchins_5,Abalone_6,Cleaner fish_6,Giant kelp_6,Herbivorous fishes_6,Large invertebrate-eating fishes_6,Limpets_6,Omnivorous invertebrates_6,Planktivorous fishes_6,Predatory invertebrates_6,Small invertebrate-eating fishes_6,Small piscivorous fishes_6,Snails_6,Understory kelp_6,Urchins_6
NA,-3.020024966,-0.328504067,-3.141914784,-5.184988681,-2.659260037,-1.771956842,-4.213128098,-1.386294361,-3.423442991,-4.422848629,-2.525728644,-1.237874356,-2.207274913,NA,-3.417326764,-0.446287103,-3.575550769,-5.051457289,-3.506557897,-2.207274913,-4.017383521,-1.46967597,-4.406319327,-3.604538306,-2.995732274,-0.174353387,-4.605170186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.566550639,NA,-7.13089883,-5.339139361,NA,-2.813410717,-4.803621125,-1.203972804,-3.381394754,-6.214608098,-0.051293294,-2.407945609,2.866192902,NA,-5.744604469,-0.916290732,-2.664990712,-4.933674253,-2.995732274,-1.30933332,-1.375156617,-1.966112856,-3.302257434,-2.375155786,NA,-0.84397007,1.89009537,NA,NA,-0.15082289,-2.911391125,-5.184988681,-2.995732274,-1.514127733,-2.298593072,-1.771956842,-3.746508567,-3.984593698,-3.506557897,-1.660731207,1.337629189,NA,NA,-4.605170186,-7.13089883,-5.184988681,NA,-2.525728644,-5.051457289,-2.302585093,-2.840439389,-5.472670754,-4.605170186,-3.912023005,3.0301337
-4.605170186,-3.995404614,-0.798507696,-4.422848629,-5.744604469,-1.203972804,-0.891598119,-4.605170186,-0.186329578,-3.275446176,-3.405205403,-1.427116356,0.90825856,0.131028262,-4.605170186,-6.43775165,-0.328504067,-5.184988681,-6.032286542,-2.995732274,-1.966112856,-4.240527072,-1.714798428,-3.335409641,-4.645992181,-4.605170186,0.604315967,-2.207274913,NA,-5.521460918,0.815364813,NA,NA,NA,-0.328504067,NA,-0.653926467,-4.828313737,-5.298317367,-3.218875825,1.036736885,NA,NA,-2.787093408,NA,-5.339139361,-4.565949473,NA,-2.040220829,-3.381394754,-1.272965676,-2.896792326,-5.381698975,-2.659260037,-2.995732274,3.35654863,NA,-3.665162927,-1.049822124,-4.422848629,-4.422848629,-2.407945609,-1.660731207,-2.528231775,-0.693147181,-2.052604888,-2.508380006,-3.506557897,0.139761942,2.239645293,NA,-4.342805922,-0.385662481,-3.146555163,-4.017383521,-2.813410717,-2.407945609,-2.293735478,-1.347073648,-2.034255749,-2.569738585,-3.912023005,-0.994252273,2.429217744,NA,-3.369698715,-0.415515444,-3.872802292,-4.565949473,-4.605170186,-2.813410717,-3.853754097,-2.407945609,-2.733368009,-4.546901278,NA,0.924258902,3.548754946
NA,-3.179655112,1.403642999,-3.835061964,-5.744604469,-3.912023005,-2.302585093,-5.259096653,-1.171182982,-5.051457289,-4.160484365,NA,1.348073148,-1.347073648,NA,-2.100460909,1.458615023,-7.13089883,-5.051457289,-3.218875825,-2.120263536,-4.017383521,-1.660731207,-5.426150738,-3.604538306,-4.605170186,1.887069649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.797619202,-0.235722334,-6.032286542,-5.744604469,NA,-1.897119985,-6.907755279,-1.347073648,-3.688879454,-3.688879454,-3.218875825,-0.301105093,1.249901736,NA,-3.729701449,-1.966112856,-2.987764104,-4.186459851,-2.659260037,-1.660731207,-1.147592471,-1.427116356,-3.429596856,-2.227477621,NA,-0.776528789,1.940179474,NA,NA,-1.203972804,-2.896792326,-4.240527072,-2.525728644,-2.659260037,-1.422958345,-1.347073648,-4.006333685,-3.07045582,NA,-0.616186139,1.667706821,NA,-1.977607236,-0.820980552,-7.13089883,NA,NA,-2.525728644,-2.590267165,-2.525728644,-4.240527072,-4.17338777,-4.605170186,1.451613827,0.31481074
NA,-2.26336438,1.190887565,-3.141914784,-7.13089883,-3.506557897,-1.560647748,-2.780620894,-0.673344553,-3.892220378,-4.456750181,-4.605170186,1.085189268,-2.525728644,NA,-1.621510494,0.703097511,-5.051457289,-7.13089883,-3.912023005,-2.207274913,-6.214608098,-1.560647748,-4.074541935,NA,-3.506557897,1.211940974,NA,NA,NA,0.97455964,NA,NA,NA,-1.386294361,NA,-2.302585093,NA,NA,NA,0.42199441,NA,NA,-3.665162927,-0.478035801,NA,-4.039856377,NA,-2.040220829,-3.146555163,-0.94160854,-3.499913355,-4.803621125,-3.506557897,1.444563269,2.415020522,NA,-2.278868566,-2.407945609,-2.545931352,-2.868218953,-2.302585093,-0.891598119,-1.432128897,-1.272965676,-1.848964943,-2.584948004,NA,-1.049822124,2.093097868,NA,-2.774190004,-1.347073648,-2.882403588,-3.442019376,-2.207274913,-2.659260037,-0.981362729,-0.94160854,-2.060423536,-2.566550639,-4.605170186,0.536493371,1.865629318,NA,-2.598299337,-0.693147181,-3.634391269,-3.634391269,NA,-1.966112856,-2.205458382,-3.218875825,-2.712058222,-3.932225713,-2.525728644,2.12704052,3.011605623
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.049822124,NA,NA,-4.605170186,0.322083499,NA,-0.713349888,-5.521460918,NA,-3.506557897,-0.385662481,NA,NA,-3.141914784,-1.139434283,-4.491841501,-4.828313737,NA,-3.912023005,-4.342805922,-0.579818495,-3.825845309,-3.634391269,NA,2.383242996,3.168844891,NA,-2.343407088,-0.083381609,-3.995404614,-3.729701449,-2.995732274,-1.139434283,-1.459295254,-1.272965676,-2.292634762,-3.146555163,NA,0.751416089,2.002830439,NA,-1.296088093,0.277631737,-1.832581464,-3.239078532,-3.912023005,-1.897119985,-1.305636458,-1.078809661,-1.868208641,-2.682382454,NA,1.437462648,1.940179474,NA,-2.664990712,-0.46203546,-4.828313737,-3.872802292,-4.605170186,-2.120263536,-2.465104022,-2.207274913,-2.823461053,-3.04913305,-2.659260037,1.998773639,3.87286629
NA,-3.634391269,-0.371063681,-4.491841501,-3.952845,NA,-0.733969175,-3.952845,-1.237874356,-3.882464203,-3.9633163,-4.605170186,2.986186861,-0.634878272,NA,-3.218875825,-0.597837001,-5.339139361,-4.565949473,NA,-1.272965676,-4.358310108,-0.916290732,-4.028556822,-5.744604469,-4.605170186,0.802001585,-3.218875825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.107018309,-2.659260037,NA,-4.491841501,NA,-1.966112856,NA,-1.560647748,-4.374058465,-5.626821434,NA,2.008214032,3.393837027,NA,-1.152013065,-0.916290732,-3.302257434,-3.547379892,-3.218875825,-1.021651248,-1.530626732,-0.798507696,-3.393229212,-3.275446176,NA,0.09531018,1.740466175,NA,-1.995100393,-0.494296322,-3.259697819,-3.324236341,-2.813410717,-2.207274913,-1.905152157,-1.386294361,-3.194183212,-2.556187852,NA,0.009950331,1.648658626,NA,-1.760260802,-0.891598119,-6.032286542,-3.604538306,-4.605170186,-1.714798428,-3.028255465,-2.302585093,-3.882464203,-4.422848629,-2.659260037,2.187174241,3.622205321
NA,-1.905152157,-0.891598119,-3.952845,-4.491841501,-4.605170186,-0.653926467,-3.872802292,-0.544727175,-3.589939506,-6.032286542,-4.605170186,0.832909123,-1.203972804,NA,-2.351775337,-0.891598119,-6.032286542,-4.933674253,NA,-1.139434283,-5.184988681,-1.203972804,-3.763603,-5.80914299,NA,0.625938431,NA,NA,-4.086376393,0.824175443,NA,NA,NA,0.231111721,NA,-0.867500568,-5.952243834,NA,-3.506557897,0.122217633,NA,NA,-2.26336438,-0.798507696,NA,-4.733003557,NA,-2.407945609,-3.417326764,-2.813410717,-3.657380787,-5.149897361,NA,2.173614712,3.246101811,NA,-2.196424897,-0.994252273,-2.840439389,-3.280751229,-2.813410717,-0.415515444,-1.496109227,-0.356674944,-2.130313872,-2.764620553,-4.605170186,-0.597837001,2.323367632,NA,-3.020024966,-0.967584026,-4.297685486,-3.160606917,-2.813410717,-1.139434283,-1.732736129,-0.820980552,-2.430418465,-3.04913305,-4.605170186,-2.040220829,1.832581464,NA,-2.093946228,-0.46203546,-4.297685486,-3.519980918,NA,-2.813410717,-1.773134005,-2.207274913,-2.667868411,-3.853754097,NA,1.816452082,2.882563575
NA,-2.448767603,-1.771956842,-3.952845,-4.565949473,NA,-1.049822124,-4.625372893,-1.609437912,-2.761450978,-4.733003557,NA,3.213662258,-0.274436846,NA,-3.369698715,-1.203972804,-7.13089883,-5.744604469,NA,-1.272965676,-7.13089883,-1.560647748,-3.589939506,-5.878135862,NA,3.154017253,-3.912023005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.422848629,-1.237874356,NA,-5.521460918,NA,-1.139434283,-3.835061964,-2.302585093,-2.430418465,-7.13089883,-4.605170186,1.85629799,3.138533072,NA,-3.634391269,-1.386294361,-3.036554268,-4.240527072,-3.912023005,-0.139262067,-2.021927635,-0.798507696,-2.523231764,-2.857710976,NA,-0.301105093,1.953027617,NA,-3.07045582,-1.966112856,-3.835061964,-3.665162927,-2.813410717,-1.660731207,-2.533256911,-1.171182982,-2.3227878,-2.826833737,NA,-1.609437912,1.766441661,NA,-3.575550769,-0.510825624,-6.43775165,-4.491841501,NA,-1.660731207,-3.561366134,-2.040220829,-2.787093408,-3.763603,-2.813410717,1.906575144,3.069911672
NA,-1.857899272,0.657520003,-4.491841501,-3.825845309,NA,-0.653926467,-5.626821434,-0.713349888,-3.816712826,-5.051457289,NA,2.59450816,-0.994252273,NA,-2.294616923,0.845868268,-5.339139361,-4.240527072,NA,-1.049822124,-3.746508567,-1.897119985,-4.879607032,-5.80914299,NA,2.960105096,-4.605170186,NA,-3.729701449,-0.446287103,NA,-7.13089883,NA,0.207014169,-4.135166557,-0.755022584,-6.907755279,NA,-2.659260037,-0.478035801,NA,NA,-2.486507931,-1.272965676,NA,-4.086376393,NA,-2.659260037,-4.213128098,-1.46967597,-3.513246885,-4.017383521,NA,1.121677562,3.093766014,NA,-1.275826908,-0.010050336,-3.280751229,-3.665162927,-3.912023005,-0.210721031,-1.790959789,-0.562118918,-3.032396258,-3.713172147,NA,1.01523068,2.20386912,NA,-1.558744798,0.698134722,-3.729701449,-3.346709196,-2.659260037,-1.347073648,-2.505926017,-1.171182982,-3.123565645,-3.291446518,NA,1.654411278,2.348514025,NA,-1.662838689,-1.30933332,-4.828313737,-3.302257434,NA,-3.218875825,-2.48410697,-2.813410717,-2.667868411,-3.619353391,-3.912023005,1.667706821,2.986186861
NA,NA,-0.083381609,-7.13089883,-5.051457289,NA,-0.776528789,-7.13089883,-1.46967597,-5.80914299,-7.13089883,NA,2.037316615,-2.120263536,NA,-3.493312671,-0.051293294,-6.43775165,-5.051457289,NA,-1.021651248,-6.43775165,-1.139434283,-5.744604469,-6.119297919,NA,2.104134154,-2.525728644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.813410717,NA,NA,NA,-1.832581464,NA,-2.302585093,-3.352407217,-3.912023005,NA,0.19062036,3.33220451,NA,-1.185478222,-1.108662625,-3.696911626,-3.872802292,-4.605170186,-0.061875404,-2.520741103,-0.653926467,-2.530741186,-3.053361386,NA,-0.030459207,2.484072969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.43775165,-1.832581464,-4.645992181,-4.135166557,NA,-1.897119985,-2.375155786,-3.218875825,-3.346709196,-3.688879454,-3.506557897,1.562346305,2.76757618
NA,-2.486507931,-1.171182982,-5.339139361,-5.184988681,NA,-1.171182982,-7.13089883,-1.660731207,-4.254513314,-5.381698975,NA,2.557227311,0.770108222,NA,-1.894456867,-1.171182982,-6.032286542,-5.184988681,NA,-1.272965676,NA,-2.302585093,-4.422848629,-5.02068563,NA,2.540025949,-3.506557897,NA,-1.410587054,-1.30933332,NA,NA,NA,-0.061875404,NA,-0.891598119,-4.625372893,-4.625372893,NA,2.626840146,-3.506557897,NA,-2.787093408,-3.506557897,-6.032286542,-4.422848629,NA,-2.525728644,-3.074775481,-3.912023005,-3.499913355,-3.872802292,-3.506557897,0.797507196,3.345332249,NA,-3.003764445,-0.733969175,-3.519980918,-4.933674253,-3.506557897,-0.020202707,-2.520741103,-1.021651248,-2.893175685,-3.892220378,NA,0.231111721,2.242835089,NA,-2.926206211,-0.301105093,-3.729701449,-3.696911626,-2.525728644,-1.46967597,-1.637837387,-1.714798428,-2.918771232,-2.823461053,-4.605170186,1.01523068,2.238579763,NA,-1.420471813,-0.223143551,-4.422848629,-3.995404614,-4.605170186,-1.897119985,-1.951928221,-2.813410717,-3.755019257,-4.213128098,-3.506557897,1.719188776,3.104138147
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.450726221,-0.820980552,-7.13089883,-6.032286542,-4.605170186,-0.287682072,-4.086376393,-0.967584026,-5.02068563,-6.214608098,NA,0.418710335,2.048982334,NA,-4.422848629,0.500775288,-3.696911626,-5.051457289,NA,-1.078809661,-2.995732274,-1.347073648,-4.22673375,-4.66704559,NA,0.371563556,2.437115986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,-3.10554714,0.444685821,NA,-5.339139361,NA,-0.994252273,NA,-1.347073648,-5.521460918,-5.572754212,NA,1.975468951,0.896088025,NA,-3.417326764,0.113328685,-5.744604469,-5.339139361,NA,-1.237874356,-6.43775165,-2.120263536,-5.02068563,-5.521460918,NA,1.877937165,-2.120263536,NA,-3.519980918,0.604315967,NA,NA,NA,-0.010050336,-3.688879454,-0.916290732,-6.43775165,-5.426150738,-3.912023005,-0.210721031,-4.605170186,NA,-6.43775165,-3.218875825,-7.13089883,-5.339139361,-2.525728644,-3.912023005,-4.879607032,-3.506557897,-4.509860006,-4.906275279,-4.605170186,1.08180517,3.623540613,NA,-4.733003557,-1.139434283,-3.302257434,-4.491841501,-3.506557897,-0.328504067,-3.036554268,-1.171182982,-3.519980918,-3.882464203,NA,0.463734016,2.076938411,NA,-2.664990712,-0.210721031,-4.240527072,-4.422848629,-3.912023005,-1.021651248,-3.096658192,-1.514127733,-3.313186504,-3.634391269,NA,0.615185639,2.074429,NA,0.519269871,-0.916290732,-5.744604469,-5.184988681,-3.912023005,-1.832581464,-3.763603,-2.525728644,-3.932225713,-5.083205987,-3.506557897,1.891604804,3.366260812
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,-1.671313316,-0.301105093,-6.032286542,-5.051457289,NA,-1.108662625,-6.43775165,-1.347073648,-4.990832667,NA,NA,1.905088155,0.625938431,NA,-1.368847448,-0.994252273,NA,-4.733003557,NA,-1.237874356,-6.43775165,-1.771956842,-3.746508567,-5.472670754,NA,2.202764758,-0.562118918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.039856377,-1.560647748,-4.565949473,-4.039856377,-3.218875825,0.09531018,-2.379466137,-0.616186139,-4.147745339,-4.186459851,NA,0.476234179,2.312535424,NA,NA,-0.634878272,-2.95651156,-4.733003557,-3.912023005,-0.616186139,-4.733003557,-1.30933332,-3.882464203,-3.324236341,NA,1.1442228,2.32825284,NA,-1.169893491,-0.597837001,-5.051457289,-4.828313737,-3.912023005,-1.30933332,-4.22673375,-2.525728644,-4.688551795,-4.186459851,-3.506557897,1.742219024,3.498324092
NA,-3.036554268,-0.798507696,-4.933674253,-4.565949473,NA,-0.84397007,-4.186459851,-1.139434283,-3.932225713,-4.990832667,-4.605170186,2.086913557,1.976854953,NA,NA,-1.30933332,-5.744604469,-5.521460918,NA,-1.108662625,-5.339139361,-2.525728644,-5.381698975,-4.828313737,-4.605170186,2.231089091,0.463734016,NA,-3.912023005,-0.223143551,NA,NA,-4.605170186,0.378436436,NA,-2.040220829,-6.319968614,NA,NA,0.943905899,-4.605170186,NA,-6.43775165,-0.891598119,-6.43775165,-4.358310108,NA,-2.813410717,-3.9633163,-1.560647748,-3.044922518,-3.942482213,-3.506557897,0.916290732,3.489513463,NA,-4.645992181,-2.120263536,-3.003764445,-3.604538306,-3.506557897,-0.371063681,-1.406497068,-1.237874356,-2.3227878,-3.454598158,-4.605170186,0.727548607,2.734367509,NA,-4.358310108,-1.139434283,-4.039856377,-3.995404614,NA,-1.203972804,-1.483686707,-1.771956842,-3.561366134,-3.705008836,-4.605170186,0.854415328,2.672077541,NA,NA,-0.385662481,-3.417326764,-4.240527072,-3.912023005,-2.302585093,-1.810330855,-2.207274913,-3.015934981,-3.973898409,-3.912023005,1.617406082,3.625673378
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,-2.012905018,-0.527632742,-3.467337184,-4.297685486,NA,-0.94160854,-1.751001477,-0.84397007,-2.353878387,-4.254513314,NA,1.720979287,1.532556868,NA,-1.894456867,-1.049822124,-4.297685486,-3.665162927,NA,-1.171182982,-4.297685486,-3.218875825,-3.028255465,-4.990832667,NA,1.982379829,-1.049822124,NA,-3.763603,-3.912023005,NA,NA,NA,-0.210721031,-6.032286542,-2.040220829,NA,-6.43775165,-4.605170186,0.875468737,NA,NA,-2.787093408,-1.609437912,NA,-4.240527072,NA,-2.659260037,-3.092243174,-1.771956842,-2.636660205,-3.597212266,-2.407945609,1.403642999,3.425564738,NA,-3.696911626,-1.272965676,-2.774190004,-3.302257434,-2.302585093,-0.162518929,-2.347582459,-0.776528789,-1.937941979,-2.679462744,NA,0.652325186,2.403334996,NA,NA,-0.798507696,-3.547379892,-2.896792326,-3.912023005,-0.820980552,-1.971843531,-1.203972804,-3.141914784,-2.709050701,NA,0.559615788,2.672077541,NA,-3.634391269,-1.660731207,-4.186459851,-3.872802292,-4.605170186,-1.139434283,-3.835061964,-2.525728644,-3.280751229,-4.585367559,NA,1.376244025,3.794364962
